compound,structure_identifier,compound_smiles,target,receptor_record_id,sair_protein_id,system,target_source_release,sair_interaction_rows_scanned,isomeric_match_count,nonisomeric_match_count,join_status,interpretation
alpha-pinene,SN0113697-03,CC1=CC[C@@H]2C[C@H]1C2(C)C,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
pinocamphone,SN0232749-02,C[C@@H]1[C@H]2C[C@H](CC1=O)C2(C)C,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
pinocamphone,SN0232749-02,C[C@@H]1[C@H]2C[C@H](CC1=O)C2(C)C,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
pinocamphone,SN0232749-02,C[C@@H]1[C@H]2C[C@H](CC1=O)C2(C)C,GRIN1,protein:CDBP01515,Q05586,NMDA receptor subunit 1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
pinocamphone,SN0232749-02,C[C@@H]1[C@H]2C[C@H](CC1=O)C2(C)C,SLC6A4,protein:CDBP01822,P31645,serotonin transporter,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,HTR2A,protein:CDBP02043,P28223,5-HT2A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,HTR2C,protein:CDBP02060,P28335,5-HT2C serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,HTR3A,protein:CDBP02156,P46098,5-HT3A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,HTR7,protein:CDBP01867,P34969,5-HT7 serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,GABRA1,protein:CDBP03412,P14867,GABA-A alpha-1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,GABRA2,protein:CDBP03413,P47869,GABA-A alpha-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,GABRB2,protein:CDBP03419,P47870,GABA-A beta-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,GABRG2,protein:CDBP01864,P18507,GABA-A gamma-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,DRD1,protein:CDBP04812,P21728,D1 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,DRD2,protein:CDBP01576,P14416,D2 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,CHRM2,protein:CDBP04814,P08172,muscarinic acetylcholine receptor M2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,OPRM1,protein:CDBP02036,P35372,mu opioid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,CNR1,protein:CDBP04807,P21554,CB1 cannabinoid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,TRPA1,protein:CDBP04867,O75762,TRPA1 sensory-neural channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,GRIN1,protein:CDBP01515,Q05586,NMDA receptor subunit 1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
isopinocamphone,SN0232749-06,C[C@H]1[C@@H]2C[C@H](CC1=O)C2(C)C,SLC6A4,protein:CDBP01822,P31645,serotonin transporter,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,HTR2A,protein:CDBP02043,P28223,5-HT2A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,HTR2C,protein:CDBP02060,P28335,5-HT2C serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,HTR3A,protein:CDBP02156,P46098,5-HT3A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,HTR7,protein:CDBP01867,P34969,5-HT7 serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,GABRA1,protein:CDBP03412,P14867,GABA-A alpha-1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,GABRA2,protein:CDBP03413,P47869,GABA-A alpha-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,GABRB2,protein:CDBP03419,P47870,GABA-A beta-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,GABRG2,protein:CDBP01864,P18507,GABA-A gamma-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,DRD1,protein:CDBP04812,P21728,D1 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,DRD2,protein:CDBP01576,P14416,D2 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,CHRM2,protein:CDBP04814,P08172,muscarinic acetylcholine receptor M2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,OPRM1,protein:CDBP02036,P35372,mu opioid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,CNR1,protein:CDBP04807,P21554,CB1 cannabinoid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,TRPA1,protein:CDBP04867,O75762,TRPA1 sensory-neural channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,GRIN1,protein:CDBP01515,Q05586,NMDA receptor subunit 1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-01,C[C@@H](CCC=C(C)C)CC=O,SLC6A4,protein:CDBP01822,P31645,serotonin transporter,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,HTR2A,protein:CDBP02043,P28223,5-HT2A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,HTR2C,protein:CDBP02060,P28335,5-HT2C serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,HTR3A,protein:CDBP02156,P46098,5-HT3A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,HTR7,protein:CDBP01867,P34969,5-HT7 serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,GABRA1,protein:CDBP03412,P14867,GABA-A alpha-1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,GABRA2,protein:CDBP03413,P47869,GABA-A alpha-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,GABRB2,protein:CDBP03419,P47870,GABA-A beta-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,GABRG2,protein:CDBP01864,P18507,GABA-A gamma-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,DRD1,protein:CDBP04812,P21728,D1 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,DRD2,protein:CDBP01576,P14416,D2 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,CHRM2,protein:CDBP04814,P08172,muscarinic acetylcholine receptor M2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,OPRM1,protein:CDBP02036,P35372,mu opioid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,CNR1,protein:CDBP04807,P21554,CB1 cannabinoid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,TRPA1,protein:CDBP04867,O75762,TRPA1 sensory-neural channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,GRIN1,protein:CDBP01515,Q05586,NMDA receptor subunit 1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
citronellal,SN0243104-02,C[C@H](CCC=C(C)C)CC=O,SLC6A4,protein:CDBP01822,P31645,serotonin transporter,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,HTR2A,protein:CDBP02043,P28223,5-HT2A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,HTR2C,protein:CDBP02060,P28335,5-HT2C serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,HTR3A,protein:CDBP02156,P46098,5-HT3A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,HTR7,protein:CDBP01867,P34969,5-HT7 serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,GABRA1,protein:CDBP03412,P14867,GABA-A alpha-1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,GABRA2,protein:CDBP03413,P47869,GABA-A alpha-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,GABRB2,protein:CDBP03419,P47870,GABA-A beta-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,GABRG2,protein:CDBP01864,P18507,GABA-A gamma-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,DRD1,protein:CDBP04812,P21728,D1 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,DRD2,protein:CDBP01576,P14416,D2 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,CHRM2,protein:CDBP04814,P08172,muscarinic acetylcholine receptor M2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,OPRM1,protein:CDBP02036,P35372,mu opioid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,CNR1,protein:CDBP04807,P21554,CB1 cannabinoid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,TRPA1,protein:CDBP04867,O75762,TRPA1 sensory-neural channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,GRIN1,protein:CDBP01515,Q05586,NMDA receptor subunit 1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
estragole,SN0469008,COc1ccc(CC=C)cc1,SLC6A4,protein:CDBP01822,P31645,serotonin transporter,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,HTR2A,protein:CDBP02043,P28223,5-HT2A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,HTR2C,protein:CDBP02060,P28335,5-HT2C serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,HTR3A,protein:CDBP02156,P46098,5-HT3A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,HTR7,protein:CDBP01867,P34969,5-HT7 serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,GABRA1,protein:CDBP03412,P14867,GABA-A alpha-1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,GABRA2,protein:CDBP03413,P47869,GABA-A alpha-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,GABRB2,protein:CDBP03419,P47870,GABA-A beta-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,GABRG2,protein:CDBP01864,P18507,GABA-A gamma-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,DRD1,protein:CDBP04812,P21728,D1 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,DRD2,protein:CDBP01576,P14416,D2 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,CHRM2,protein:CDBP04814,P08172,muscarinic acetylcholine receptor M2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,OPRM1,protein:CDBP02036,P35372,mu opioid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,CNR1,protein:CDBP04807,P21554,CB1 cannabinoid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,TRPA1,protein:CDBP04867,O75762,TRPA1 sensory-neural channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,GRIN1,protein:CDBP01515,Q05586,NMDA receptor subunit 1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
cis-anethole,SN0335873-01,COc1ccc(\C=C/C)cc1,SLC6A4,protein:CDBP01822,P31645,serotonin transporter,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,HTR2A,protein:CDBP02043,P28223,5-HT2A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,HTR2C,protein:CDBP02060,P28335,5-HT2C serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,HTR3A,protein:CDBP02156,P46098,5-HT3A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,HTR7,protein:CDBP01867,P34969,5-HT7 serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,GABRA1,protein:CDBP03412,P14867,GABA-A alpha-1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,GABRA2,protein:CDBP03413,P47869,GABA-A alpha-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,GABRB2,protein:CDBP03419,P47870,GABA-A beta-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,GABRG2,protein:CDBP01864,P18507,GABA-A gamma-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,DRD1,protein:CDBP04812,P21728,D1 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,DRD2,protein:CDBP01576,P14416,D2 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,CHRM2,protein:CDBP04814,P08172,muscarinic acetylcholine receptor M2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,OPRM1,protein:CDBP02036,P35372,mu opioid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,CNR1,protein:CDBP04807,P21554,CB1 cannabinoid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,TRPA1,protein:CDBP04867,O75762,TRPA1 sensory-neural channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
geranial,SN0419383-01,CC(C)=CCC/C(C)=C/C=O,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
